#name	rank	LBI
A/IIV-Moscow/203/2015|2015-12-22|EPI_ISL_207539	1	4.534741095509145
A/Moscow/245/2015|2015-12-29|EPI_ISL_218156	2	2.663110576054046
A/Moscow/221/2018|2018-12-20|EPI_ISL_345982	3	1.8178430831567474
A/Moscow/RII-511S/2018|2018-12-24|EPI_ISL_337119=A/Nizhni_Novgorod/RII-2425S/2019|2019-01-29|EPI_ISL_364576	4	1.8178430831567474
A/Saint-Petersburg/RII873S/2016|2016-01-18|EPI_ISL_207572	5	1.801532353940692
A/Saint-Petersburg/RII854S/2016|2016-01-14|EPI_ISL_207565	6	1.7398115217723833
A/Moscow/248/2015|2015-12-18|EPI_ISL_224141	7	1.6489957491508633
A/Krasnodar/CRIE-195/2016|2016-01-27|EPI_ISL_232415	8	1.6440628468177245
A/Saint-Petersburg/RII-1668S/2020|2020-01-27|EPI_ISL_471387	9	1.341907869566588
A/Khabarovsk/RII28/2016|2016-01-27|EPI_ISL_233950	10	1.113273000398131
A/IIV-Birobidzhan/133-B/2016|2016-02-09|EPI_ISL_227366	11	1.1131223595538013
A/Yakutsk/RII-1344S/2020|2020-01-09|EPI_ISL_407122	12	1.1084310123864156
A/St_Petersburg/RII-296/2019|2019-03-29|EPI_ISL_377796	13	1.0984241291720658
A/Khabarovsk/RII11/2016|2016-01-26|EPI_ISL_233991	14	1.0755221464123252
A/Tula/CRIE/264/2019|2019-02-08|EPI_ISL_353271	15	1.056890296596462
A/Saint-Petersburg/RII-3452S/2020|2020-03-10|EPI_ISL_471319	16	1.0432280596404808
A/Saint-Petersburg/RII-2466S/2020|2020-02-20|EPI_ISL_419053	17	1.0432280596404808
A/Saint-Petersburg/RII-2317S/2020|2020-02-14|EPI_ISL_419045=A/Saint-Petersburg/RII-2623S/2020|2020-02-25|EPI_ISL_419122	18	0.9855656670672058
A/Saint-Petersburg/RII-3149S/2020|2020-03-04|EPI_ISL_471306	19	0.97848270355391
A/Saint-Petersburg/RII-497S/2019|2019-01-13|EPI_ISL_337232	20	0.9515111495654388
A/Saint-Petersburg/RII-2327S/2020|2020-02-14|EPI_ISL_419121	21	0.9402828922123353
A/Moscow/CRIE-10/2013|2013-02-04|EPI_ISL_156237	22	0.9390288620314248
A/Kirov/CRIE-65/2013|2013-03-06|EPI_ISL_156268	23	0.9390288620314248
A/Stavropol/11/2016|2016-01-18|EPI_ISL_209017	24	0.9313091711244756
A/Moscow/95/2020|2020-02-26|EPI_ISL_517735	25	0.8975636894847497
A/Vladimir/141/2015|2015-02-25|EPI_ISL_193593	26	0.8408312102963699
A/Moscow/101/2020|2020-03-03|EPI_ISL_517692	27	0.8241117374937686
A/Moscow/CRIE-169/2016|2016-02-15|EPI_ISL_232391	28	0.8227000051502571
A/Saransk/CRIE/162/2019|2019-01-28|EPI_ISL_350838	29	0.8082779254978272
A/Omsk/RII01/2016|2016-01-11|EPI_ISL_233958	30	0.7942471324193031
A/Murmansk/CRIE-DII/2009|2009-09-21|EPI_ISL_75841=A/Murmansk/CRIE-LKA/2009|2009-09-21|EPI_ISL_75843=A/Murmansk/CRIE-PAI/2009|2009-09-17|EPI_ISL_75842=A/Murmansk/CRIE-JAS/2009|2009-09-21|EPI_ISL_75844	31	0.7920523717551248
A/Moscow/98/2020|2020-02-27|EPI_ISL_517695	32	0.7761442773513101
A/Kostroma/CRIE/352/2018|2018-04-10|EPI_ISL_315950	33	0.7755215293038352
A/Gatchina/RII-1848M/2019|2019-02-08|EPI_ISL_351697	34	0.7735156505166408
A/Kursk/CRIE/302/2018|2018-02-12|EPI_ISL_316025	35	0.743033925512858
A/Cherepovets/RII-3759M/2019|2019-02-28|EPI_ISL_350720	36	0.7358958448791594
A/Vologda/384/2019|2019-02-28|EPI_ISL_352144	37	0.7358958448791594
A/Yakutsk/5782/2019|2019-12-05|EPI_ISL_407756	38	0.728079731946774
A/Voronezh/CRIE/14/2017|2017-12-07|EPI_ISL_308750	39	0.7209297044479095
A/Saratov/CRIE-MDA/2009|2009-08-14|EPI_ISL_75859	40	0.7086227822195382
A/Vologda/CRIE/155/2020|2020-01-16|EPI_ISL_522774	41	0.7084204584078087
A/Moscow/226/2018|2018-12-23|EPI_ISL_337118=A/Moscow/RII-513S/2018|2018-12-23|EPI_ISL_337121	42	0.6960865637099682
A/Saint-Petersburg/RII848M/2016|2016-01-15|EPI_ISL_208231	43	0.6879051583376757
A/Russia/638/2019|2019-03-12|EPI_ISL_395067	44	0.6862554356081398
A/St_Petersburg/CRIE-PHP/2009|2009-07-18|EPI_ISL_75857	45	0.6729313788648017
A/IIV-Moscow/192/2015|2015-12-21|EPI_ISL_207532	46	0.6704510212665689
A/Moscow/01/2009|2009-05-21|EPI_ISL_30419=A/Moscow/03/2009|2009-05-26|EPI_ISL_30900	47	0.667638347889274
A/Novosibirsk/02/2009|2009-07-21|EPI_ISL_66840=A/Moscow/IIV01/2009|2009-05-21|EPI_ISL_61232=A/Moscow/IIV05/2009|2009-06-20|EPI_ISL_61234=A/Russia/01/2009|2009-09-22|EPI_ISL_62600=A/Moscow/IIV04/2009|2009-07-09|EPI_ISL_32460	48	0.667638347889274
A/St_Petersburg/01/2009|2009-09-21|EPI_ISL_62326	49	0.6620156960152216
A/St__Petersburg/2263V/2019|2019-12-03|EPI_ISL_411203	50	0.6511649317311933
A/Saint-Petersburg/2263V/2019|2019-12-03|EPI_ISL_403691	51	0.6511649317311933
A/Saint-Petersburg/RII-3918S/2020|2020-03-18|EPI_ISL_471336	52	0.6470559549404208
A/Saint-Petersburg/RII-4237S/2020|2020-03-23|EPI_ISL_471340	53	0.6443888896657471
A/Moscow/07/2016|2016-01-12|EPI_ISL_220987	54	0.6388980474756656
