#name	rank	LBI
A/Chita/1114/2014|2014-03-11|EPI_ISL_165143=A/Barnaul/269/2014|2014-03-11|EPI_ISL_165144	1	0.1251311019980336
A/Chita/1115/2014|2014-03-12|EPI_ISL_165656	2	0.1251311019980336
A/Chita/853/2014|2014-03-02|EPI_ISL_165654	3	0.1251311019980336
A/Tomsk/IIV-19/2012|2012-01-20|EPI_ISL_116258	4	0.1250655509990168
A/IIV-Yaroslavl/96/2013|2013-03-07|EPI_ISL_1360108	5	0.1250655509990168
A/Chita/655/2014|2014-02-21|EPI_ISL_165146=A/Chita/709/2014|2014-02-24|EPI_ISL_165147	6	0.1250655509990168
A/Moscow/IIV-45/2012|2012-02-18|EPI_ISL_127690	7	0.1250655509990168
A/Chita/873/2014|2014-03-04|EPI_ISL_165655=A/Chita/656/2014|2014-02-21|EPI_ISL_165653	8	0.1250655509990168
A/Moscow/IIV02/2009|2009-05-26|EPI_ISL_61233=A/Moscow/03/2009|2009-05-26|EPI_ISL_30900	9	0.1250655509990168
A/IIV-Vladimir/181/2009|2009-11-23|EPI_ISL_1347504	10	0.1250655509990168
A/Moscow/02/2009|2009-05-26|EPI_ISL_30833	11	0.1250655509990168
A/Saint-Petersburg/RII47/2013|2013-01-25|EPI_ISL_142790	12	0.125
A/Kaliningrad/CRIE-MA/2009|2009-09-25|EPI_ISL_75821=A/Kaliningrad/CRIE-ZD/2009|2009-09-25|EPI_ISL_75820=A/Kaliningrad/CRIE-KG/2009|2009-09-25|EPI_ISL_75823=A/Kaliningrad/CRIE-SHD/2009|2009-09-25|EPI_ISL_75822=A/Kaliningrad/CRIE-DA/2009|2009-09-26|EPI_ISL	13	0.125
A/Archangelsk/CRIE-PE/2011|2011-02-01|EPI_ISL_97445	14	0.125
A/St__Petersburg/19/2013|2013-02-13|EPI_ISL_138726	15	0.125
A/Russia/100/2009|2009-11-01|EPI_ISL_67081	16	0.125
A/Saint-Petersburg/11/13|2013-02-20|EPI_ISL_140264	17	0.125
A/Ulyanovsk/CRIE-BAA/2009|2009-11-23|EPI_ISL_75796	18	0.125
A/Tambov/CRIE-LLA/2009|2009-11-30|EPI_ISL_75814=A/Moscow/CRIE-TYD/2009|2009-11-23|EPI_ISL_75852	19	0.125
A/Kirov/CRIE-66/2013|2013-03-11|EPI_ISL_156269	20	0.125
A/St__Petersburg/27/2011|2011-02-14|EPI_ISL_90760	21	0.125
A/Novosibirsk/02/2009|2009-07-21|EPI_ISL_66840=A/Moscow/IIV01/2009|2009-05-21|EPI_ISL_61232=A/Moscow/IIV05/2009|2009-06-20|EPI_ISL_61234=A/Russia/01/2009|2009-09-22|EPI_ISL_62600=A/Moscow/IIV04/2009|2009-07-09|EPI_ISL_32460	22	0.125
A/Tula/CRIE-SYuP/2011|2011-02-04|EPI_ISL_97448	23	0.125
A/Khabarovsk/RII05/2014|2014-02-21|EPI_ISL_168800=A/Khabarovsk/05/2014|2014-04-14|EPI_ISL_163489	24	0.125
A/IIV-Moscow/34/2013|2013-01-28|EPI_ISL_145412	25	0.125
A/St__Petersburg/135/2013|2013-03-12|EPI_ISL_148598	26	0.125
A/Moscow/CRIE-CHSN/2009|2009-11-23|EPI_ISL_75806	27	0.125
A/Moscow_oblast/CRIE-LVS/2009|2009-11-04|EPI_ISL_75853	28	0.125
A/IIV-Moscow/22/2013|2013-01-25|EPI_ISL_145411	29	0.125
A/Saratov/07/2010|2010-02-01|EPI_ISL_77681	30	0.125
A/St_Petersburg/01/2009|2009-09-21|EPI_ISL_62326	31	0.125
A/Saint-Petersburg/24/13|2013-02-20|EPI_ISL_140266	32	0.125
A/Novosibirsk/114/2014|2014-03-26|EPI_ISL_165145	33	0.125
A/Salehard/CRIE-HSN/2009|2009-10-01|EPI_ISL_75827	34	0.125
A/Russia/4/2009|2009-11-01|EPI_ISL_67085	35	0.125
A/Perm/CRIE-ZTS/2009|2009-11-30|EPI_ISL_75792	36	0.125
A/Vladivostok/IIV17/2009|2009-07-22|EPI_ISL_61527=A/Vladivostok/IIV18/2009|2009-07-24|EPI_ISL_61528	37	0.125
A/Moscow_oblast/CRIE-57/2013|2013-03-06|EPI_ISL_156260	38	0.125
