#name	rank	LBI
A/Chita/1114/2014|2014-03-11|EPI_ISL_165143=A/Barnaul/269/2014|2014-03-11|EPI_ISL_165144	1	0.1250517510095057
A/Chita/853/2014|2014-03-02|EPI_ISL_165654	2	0.1250517510095057
A/Chita/1115/2014|2014-03-12|EPI_ISL_165656	3	0.1250517510095057
A/IIV-Vladimir/181/2009|2009-11-23|EPI_ISL_1347504	4	0.12502587550475286
A/St_Petersburg/61/2015|2015-02-20|EPI_ISL_193850	5	0.12502587550475286
A/Chita/873/2014|2014-03-04|EPI_ISL_165655=A/Chita/656/2014|2014-02-21|EPI_ISL_165653	6	0.12502587550475286
A/Moscow/IIV02/2009|2009-05-26|EPI_ISL_61233=A/Moscow/03/2009|2009-05-26|EPI_ISL_30900	7	0.12502587550475286
A/St_Petersburg/61/2015|2015-02-20|EPI_ISL_15146434	8	0.12502587550475286
A/Chita/655/2014|2014-02-21|EPI_ISL_165146=A/Chita/709/2014|2014-02-24|EPI_ISL_165147	9	0.12502587550475286
A/IIV-Yaroslavl/96/2013|2013-03-07|EPI_ISL_1360108	10	0.12502587550475286
A/Tomsk/IIV-19/2012|2012-01-20|EPI_ISL_116258	11	0.12502587550475286
A/Moscow/02/2009|2009-05-26|EPI_ISL_30833	12	0.12502587550475286
A/Moscow/IIV-45/2012|2012-02-18|EPI_ISL_127690	13	0.12502587550475286
A/Voronezh/01/2011|2011-03-14|EPI_ISL_89925	14	0.125
A/IIV-Moscow/115/2013|2013-04-04|EPI_ISL_1361593	15	0.125
A/Saint-Petersburg/RII30/2014|2014-02-21|EPI_ISL_168785	16	0.125
A/St_Petersburg_oblast/CRIE-SEV/2009|2009-08-05|EPI_ISL_75838	17	0.125
A/St_Petersburg/61/2015|2015-02-20|EPI_ISL_192115	18	0.125
A/Moscow_oblast/CRIE-SchNG/2011|2011-01-24|EPI_ISL_95849=A/Nizhnii_Novgorod/CRIE-ZCA/2011|2011-01-02|EPI_ISL_97453	19	0.125
A/St_Petersburg/59/2009|2009-11-30|EPI_ISL_70268	20	0.125
A/St_Petersburg/40/2014|2014-04-08|EPI_ISL_164377	21	0.125
A/Khabarovsk/6/2014|2014-04-14|EPI_ISL_164195	22	0.125
A/Stavropol/CRIE-41/2013|2013-03-01|EPI_ISL_156251=A/Stavropol/CRIE-45/2013|2013-02-26|EPI_ISL_156254=A/Stavropol/CRIE-47/2013|2013-02-19|EPI_ISL_156255=A/Kirov/CRIE-67/2013|2013-03-11|EPI_ISL_156270	23	0.125
A/St__Petersburg/103/2010|2010-02-08|EPI_ISL_77685	24	0.125
