#name	rank	LBI
A/Moscow/IIV02/2009|2009-05-26|EPI_ISL_61233=A/Moscow/03/2009|2009-05-26|EPI_ISL_30900	1	0.12693768135992842
A/Moscow/IIV-45/2012|2012-02-18|EPI_ISL_127690	2	0.12693768135992842
A/IIV-Vladimir/181/2009|2009-11-23|EPI_ISL_1347504	3	0.12693768135992842
A/Moscow/02/2009|2009-05-26|EPI_ISL_30833	4	0.12693768135992842
A/Novosibirsk/02/2009|2009-07-21|EPI_ISL_66840=A/Moscow/IIV01/2009|2009-05-21|EPI_ISL_61232=A/Moscow/IIV05/2009|2009-06-20|EPI_ISL_61234=A/Russia/01/2009|2009-09-22|EPI_ISL_62600=A/Moscow/IIV04/2009|2009-07-09|EPI_ISL_32460	5	0.125
A/Kaliningrad/01/2009|2009-11-02|EPI_ISL_70267	6	0.125
A/St_Petersburg/59/2009|2009-11-30|EPI_ISL_70268	7	0.125
A/Archangelsk/CRIE-PE/2011|2011-02-01|EPI_ISL_97445	8	0.125
A/Tver/CRIE-ZGNF/2011|2011-02-07|EPI_ISL_95855	9	0.125
A/St__Petersburg/27/2011|2011-02-14|EPI_ISL_90760	10	0.125
A/Ulyanovsk/CRIE-BAA/2009|2009-11-23|EPI_ISL_75796	11	0.125
A/Moscow_oblast/CRIE-IVD/2009|2009-09-10|EPI_ISL_75839	12	0.125
A/Voronezh/21/2011|2011-03-14|EPI_ISL_90786	13	0.125
A/Moscow/01/2009|2009-05-21|EPI_ISL_30419	14	0.125
A/IIV-Vladimir/67/2011|2011-02-22|EPI_ISL_1347833	15	0.125
A/Astrakhan/CRIE-CHRM/2009|2009-11-24|EPI_ISL_75809	16	0.125
A/IIV-Yaroslavl/196/2009|2010-01-12|EPI_ISL_1347550	17	0.125
A/Belgorod/CRIE-KLG/2009|2009-08-12|EPI_ISL_75849	18	0.125
A/Moscow/IIV-33/2010|2010-10-13|EPI_ISL_86197	19	0.125
A/Stavropol/CRIE-BLV/2009|2009-11-18|EPI_ISL_75808	20	0.125
A/Yaroslavl/IIV-196/2009|2009-12-04|EPI_ISL_74207	21	0.125
A/Saratov/CRIE-MDA/2009|2009-08-14|EPI_ISL_75859	22	0.125
A/IIV-Vladimir/35/2011|2011-08-02|EPI_ISL_1347733	23	0.125
A/Tambov/CRIE-FOS/2009|2009-12-01|EPI_ISL_75810	24	0.125
A/Ufa/CRIE-XFM/2011|2011-02-03|EPI_ISL_95848	25	0.125
A/Joshkar-Ola/CRIE-BLP/2011|2011-02-22|EPI_ISL_97441	26	0.125
A/Perm/CRIE-SHEO/2009|2009-08-13|EPI_ISL_75833=A/Tumen/CRIE-KIN/2009|2009-08-25|EPI_ISL_75832	27	0.125
A/Vladimir/IIV-35/2011|2011-01-31|EPI_ISL_93346	28	0.125
A/Tula/CRIE-LMV/2011|2011-02-10|EPI_ISL_95842	29	0.125
A/Voronezh/01/2011|2011-03-14|EPI_ISL_90962	30	0.125
A/St_Petersburg/CRIE-RME/2011|2011-01-20|EPI_ISL_95854	31	0.125
A/Orenburg/01/2009|2009-08-06|EPI_ISL_96759	32	0.125
A/Voronezh/01/2011|2011-03-14|EPI_ISL_89925	33	0.125
A/Tula/CRIE-SYuP/2011|2011-02-04|EPI_ISL_97448	34	0.125
A/Lipetsk/CRIE-BVV/2009|2009-11-10|EPI_ISL_75791	35	0.125
A/Novosibirsk/24k/2011|2011-01-31|EPI_ISL_102394=A/Tomsk/18/2011|2011-02-20|EPI_ISL_102398	36	0.125
A/Tomsk/03/2009|2009-07-19|EPI_ISL_66839=A/Barnaul/04/2009|2009-12-18|EPI_ISL_69726	37	0.125
A/Yakutsk/CRIE-EAV/2009|2009-11-18|EPI_ISL_75817	38	0.125
A/Novosibirsk/107k/2011|2011-02-04|EPI_ISL_102397=A/Novosibirsk/104k/2011|2011-02-08|EPI_ISL_102396	39	0.125
