#name	rank	LBI
A/Moscow/IIV02/2009|2009-05-26|EPI_ISL_61233=A/Moscow/03/2009|2009-05-26|EPI_ISL_30900	1	0.12524390462877932
A/Tomsk/IIV-19/2012|2012-01-20|EPI_ISL_116258	2	0.12524390462877932
A/Moscow/02/2009|2009-05-26|EPI_ISL_30833	3	0.12524390462877932
A/IIV-Vladimir/181/2009|2009-11-23|EPI_ISL_1347504	4	0.12524390462877932
A/IIV-Yaroslavl/96/2013|2013-03-07|EPI_ISL_1360108	5	0.12524390462877932
A/Moscow/IIV-45/2012|2012-02-18|EPI_ISL_127690	6	0.12524390462877932
A/St_Petersburg/CRIE-GoVM/2011|2011-03-14|EPI_ISL_97444	7	0.125
A/Volgograd/CRIE-12/2013|2013-02-14|EPI_ISL_156239	8	0.125
A/Volgograd/CRIE-25/2013|2013-02-28|EPI_ISL_146874	9	0.125
A/Astrakhan/CRIE-16/2013|2013-01-26|EPI_ISL_146871	10	0.125
A/Nizhnii_Novgorod/01/2013|2013-03-25|EPI_ISL_142577	11	0.125
A/Moscow/CRIE-CHSN/2009|2009-11-23|EPI_ISL_75806	12	0.125
A/Murmansk/CRIE-SLV/2009|2009-11-23|EPI_ISL_75840	13	0.125
A/Saint-Petersburg/24/13|2013-02-20|EPI_ISL_140266	14	0.125
A/Perm/CRIE-SHEO/2009|2009-08-13|EPI_ISL_75833=A/Tumen/CRIE-KIN/2009|2009-08-25|EPI_ISL_75832	15	0.125
A/Stavropol/CRIE-40/2013|2013-02-27|EPI_ISL_156250	16	0.125
A/Tambov/CRIE-LLA/2009|2009-11-30|EPI_ISL_75814=A/Moscow/CRIE-TYD/2009|2009-11-23|EPI_ISL_75852	17	0.125
A/Moscow_oblast/CRIE-58/2013|2013-03-04|EPI_ISL_156261	18	0.125
A/Saint-Petersburg/73/2013|2013-03-20|EPI_ISL_144062	19	0.125
A/Saint-Petersburg/33/13|2013-02-20|EPI_ISL_140267	20	0.125
A/IIV-Vladimir/67/2011|2011-02-22|EPI_ISL_1347833	21	0.125
A/St__Petersburg/137/2013|2013-03-12|EPI_ISL_148599	22	0.125
A/Kirov/01/2013|2013-03-20|EPI_ISL_142580	23	0.125
A/Tula/CRIE-SYuP/2011|2011-02-04|EPI_ISL_97448	24	0.125
A/Saint-Petersburg/124/2013|2013-03-12|EPI_ISL_143629	25	0.125
A/Russia/74/2009|2009-11-01|EPI_ISL_66048	26	0.125
A/Moscow/IIV-33/2010|2010-10-13|EPI_ISL_86197	27	0.125
A/Kaliningrad/3/2013|2013-03-12|EPI_ISL_148589	28	0.125
A/Moscow_oblast/CRIE-57/2013|2013-03-06|EPI_ISL_156260	29	0.125
A/Nizhnii_Novgorod/CRIE-UBA/2011|2011-01-23|EPI_ISL_95852	30	0.125
A/Moscow_oblast/CRIE-BGI/2009|2009-11-12|EPI_ISL_75858	31	0.125
A/Stavropol/CRIE-42/2013|2013-03-03|EPI_ISL_156252	32	0.125
