#name	rank	LBI
276	1	7.853476841657542
191	2	7.83215232661196
421	3	4.964992879240253
497	4	4.921794541144845
189	5	4.897120960488242
305	6	4.741999538878113
216	7	4.707763717417222
516	8	3.9269539249645726
496	9	3.3759145687528074
306	10	3.0243417222096647
251	11	3.0240751913093855
116	12	2.7143345733785673
482	13	2.681307908691307
311	14	2.658420794000328
358	15	2.380420044749675
437	16	2.319306819482722
442	17	2.2101033796898424
532	18	2.1618601334608516
173	19	2.160002065412963
242	20	2.020389643603467
104	21	1.9887561882897116
513	22	1.9278591783964645
469	23	1.8817857752543599
307	24	1.8330012344394622
480	25	1.7896285308157895
190	26	1.7713138437168472
79	27	1.7558345778452598
395	28	1.7078064344559747
117	29	1.7036574422094415
185	30	1.6225416816474798
15	31	1.6222352877803177
521	32	1.5914970517553644
327	33	1.5771493101827319
444	34	1.5711674208920656
531	35	1.556195648145485
367	36	1.553221091504084
7	37	1.5342762989950356
166	38	1.455578219949401
102	39	1.4478594373191451
443	40	1.4348033514975176
241	41	1.4344424297598244
45	42	1.4251189495676428
134	43	1.4144637466628915
212	44	1.4084189546386154
85	45	1.3875818295626206
387	46	1.3595068494754703
237	47	1.357356964862586
490	48	1.3450327601758605
174	49	1.3285200602286587
266	50	1.3166761150839308
468	51	1.3024300420468702
382	52	1.2976548476334921
91	53	1.2909758829759665
404	54	1.2870063502684166
289	55	1.2814184916476665
353	56	1.2780879952327353
528	57	1.2502603988686236
423	58	1.2488475708241624
213	59	1.243346600618207
464	60	1.2135980332539356
109	61	1.2131518927622142
119	62	1.1811971496794482
126	63	1.178429682801377
27	64	1.1635137887391327
234	65	1.1418736638441223
36	66	1.121524116660569
114	67	1.119109721354624
379	68	1.1106163807373508
524	69	1.1014562842775169
49	70	1.1002188391724999
308	71	1.0969781298299455
325	72	1.0929659479706226
396	73	1.09126134469132
333	74	1.0848523533180823
186	75	1.0819958284123492
277	76	1.071233647146623
187	77	1.0618672586054503
240	78	1.0535435174989822
374	79	1.0497803800661099
121	80	1.0465068260725336
520	81	1.046199192819247
518	82	1.0374455254768644
133	83	1.032626199338364
16	84	1.0203839327682074
463	85	1.0144383267411603
169	86	1.01281288510605
30	87	1.0095458147376384
271	88	1.006379039222426
167	89	1.0059309935936083
130	90	1.0041366561954983
477	91	1.0002068264270216
438	92	0.9955827071653084
99	93	0.9927788951669728
430	94	0.9909456396525572
467	95	0.9855225454412866
368	96	0.9826589619141781
417	97	0.9799904164654349
236	98	0.9779702665947868
410	99	0.975041967399155
527	100	0.9716674227888977
316	101	0.9694958650971348
352	102	0.9669930880536023
66	103	0.9641377743581065
261	104	0.9624765318307021
299	105	0.9525499196783348
4	106	0.9474381421577959
370	107	0.9373727880227587
380	108	0.9371500503894062
491	109	0.9344475758578017
471	110	0.9231262549068764
55	111	0.9158593465309277
32	112	0.9034394434943219
450	113	0.9004817751039249
145	114	0.8937324092177306
349	115	0.8935809201033774
324	116	0.8935372889073104
344	117	0.8927277856397506
111	118	0.8901748991316978
238	119	0.8871480279268416
230	120	0.8793134223936416
48	121	0.8771651832897406
9	122	0.8743144698729093
414	123	0.8741842060292725
405	124	0.8718054982183956
267	125	0.8690173265685373
90	126	0.86634445275933
39	127	0.8638194678792179
67	128	0.863335803475327
320	129	0.8608146052958128
434	130	0.855586829033409
140	131	0.8542868471807858
37	132	0.8422348695784637
124	133	0.8419101205989048
270	134	0.8394249221934398
150	135	0.8361748637911978
440	136	0.8356954668318176
458	137	0.8321842436770911
415	138	0.8271411393789708
143	139	0.8239693869222661
120	140	0.8229092141780676
34	141	0.8157417936126675
456	142	0.8037641219801719
315	143	0.8037273739548421
478	144	0.802212928842831
343	145	0.800092003512012
278	146	0.7945806713782747
519	147	0.7933367886389695
506	148	0.7919605338210777
373	149	0.7915131442412324
332	150	0.7835658827953575
17	151	0.783408786547794
69	152	0.7748259089513998
536	153	0.7697836964133212
323	154	0.7662821731580578
403	155	0.7643330254461511
165	156	0.7618415426112656
76	157	0.7531393725330917
357	158	0.751401864581607
346	159	0.7507265139292202
449	160	0.7451626512422569
127	161	0.7438396260636244
407	162	0.7378057945017542
71	163	0.7364169349604275
514	164	0.7359867843389906
460	165	0.7354326113433954
384	166	0.7318619928412444
300	167	0.7296515530687815
494	168	0.729010915354479
137	169	0.7284734531381446
388	170	0.7267952035662902
13	171	0.725949031602604
229	172	0.7248971994179072
432	173	0.7242257774949038
3	174	0.7205072348953104
50	175	0.7203371611941967
408	176	0.7190933598884599
112	177	0.71850361267334
53	178	0.7160217089621312
526	179	0.7153748368919307
326	180	0.7145843108127221
43	181	0.7120054533258242
369	182	0.7083105528565177
452	183	0.7066019479567696
42	184	0.7014048041027525
350	185	0.7000215947765965
188	186	0.6992974662097595
164	187	0.6967348449586499
94	188	0.6957014626507118
168	189	0.6842282079829873
207	190	0.6777664775812307
341	191	0.6739916613206023
485	192	0.6670001012227739
86	193	0.6647833264639148
147	194	0.6628553834968363
348	195	0.6604061504816441
479	196	0.6590926585151581
103	197	0.6575890357052685
199	198	0.6569640394557135
318	199	0.6560565267686513
448	200	0.6558897089789375
269	201	0.652508803048117
33	202	0.6524706501951048
160	203	0.650995223019468
217	204	0.6493551364381881
231	205	0.6492437605960867
51	206	0.6490674461261081
392	207	0.6474202972313232
313	208	0.6459346169053081
163	209	0.636563541582911
435	210	0.6351205664509192
483	211	0.6344111631610333
309	212	0.6328941945112164
61	213	0.6327995940427944
74	214	0.627641183949531
154	215	0.6267584170793232
224	216	0.618837063073275
252	217	0.6168299835812914
233	218	0.6166286876606109
248	219	0.6156045986844714
296	220	0.6148707320385244
