#name	rank	LBI
A/Krasnodar/CRIE-195/2016|2016-01-27|EPI_ISL_232415	1	2.554253487389778
A/Moscow/248/2015|2015-12-18|EPI_ISL_224141	2	1.627769492503905
A/Saint-Petersburg/RII873S/2016|2016-01-18|EPI_ISL_207572	3	1.532685949055502
A/Saint-Petersburg/RII854S/2016|2016-01-14|EPI_ISL_207565	4	1.4774551262515982
A/Saint-Petersburg/RII609S/2016|2016-01-08|EPI_ISL_207559	5	0.9924424877612497
A/Ivanovo/CRIE-68/2016|2016-01-27|EPI_ISL_232071=A/Ivanovo/CRIE-70/2016|2016-01-27|EPI_ISL_232074	6	0.9924424877612497
A/Kostroma/CRIE-134/2016|2016-01-28|EPI_ISL_232197	7	0.9841162953483125
A/IIV-Moscow/190/2015|2015-12-20|EPI_ISL_207530	8	0.9656589323234612
A/IIV-Moscow/248-LR/15|2016-02-09|EPI_ISL_1295618	9	0.9594348973799663
A/IIV-Moscow/242/2015|2016-03-28|EPI_ISL_1303428	10	0.9594348973799663
A/Moscow/242/2015|2015-12-28|EPI_ISL_216276	11	0.9594348973799663
A/Iiv-Ryazan/49/2016|2016-01-30|EPI_ISL_232652	12	0.9582096861052208
A/Novosibirsk/49/2015|2015-12-16|EPI_ISL_210432	13	0.9511934948881766
A/Kursk/CRIE-46/2016|2016-01-13|EPI_ISL_231634	14	0.9319139854711967
A/Novosibirsk/RII62/2016|2016-02-18|EPI_ISL_233982	15	0.9319139854711967
A/IIV-Birobidzhan/133-B/2016|2016-02-09|EPI_ISL_227366	16	0.9290358472980151
A/Moscow/CRIE-10/2013|2013-02-04|EPI_ISL_156237	17	0.9074124260526025
A/Kirov/CRIE-65/2013|2013-03-06|EPI_ISL_156268	18	0.9074124260526025
A/Moscow/CRIE-S/2009|2009-07-13|EPI_ISL_75847	19	0.9000939646963908
A/Khabarovsk/RII11/2016|2016-01-26|EPI_ISL_233991	20	0.896245921033549
A/Kostroma/CRIE/352/2018|2018-04-10|EPI_ISL_315950	21	0.8636469384779972
A/Stavropol/11/2016|2016-01-18|EPI_ISL_209017	22	0.8285829477150572
A/Kostroma/CRIE-181/2016|2016-02-02|EPI_ISL_232401=A/Kostroma/CRIE-255/2016|2016-02-15|EPI_ISL_232452	23	0.8093220489175077
A/Vladivostok/30/2015|2015-02-11|EPI_ISL_191872	24	0.7692566189696215
A/Moscow/144/2015|2015-04-14|EPI_ISL_193605	25	0.7692566189696215
A/Moscow/CRIE-169/2016|2016-02-15|EPI_ISL_232391	26	0.7509747295588962
A/Saint-Petersburg/RII-648S/2018|2018-01-22|EPI_ISL_297763	27	0.7032107046382989
A/Kostroma/CRIE-182/2016|2016-02-02|EPI_ISL_232402	28	0.6867346053136522
A/Tula/CRIE-137/2016|2016-01-18|EPI_ISL_232198	29	0.6654781199877162
A/Voronezh/CRIE/14/2017|2017-12-07|EPI_ISL_308750	30	0.6481804859307635
A/St_Petersburg/CRIE-PHP/2009|2009-07-18|EPI_ISL_75857	31	0.632356757547279
A/St_Petersburg/01/2009|2009-09-21|EPI_ISL_62326	32	0.632356757547279
A/Saratov/CRIE-MDA/2009|2009-08-14|EPI_ISL_75859	33	0.6317008475131709
A/St_-Petersburg/203/2016|2016-01-31|EPI_ISL_230669	34	0.6036351754795932
A/Moscow/159/2015|2015-12-11|EPI_ISL_213552=A/St_-Petersburg/133/2016|2016-01-25|EPI_ISL_230663=A/St_-Petersburg/145/2016|2016-01-26|EPI_ISL_230666=A/St_-Petersburg/143/2016|2016-01-25|EPI_ISL_230665=A/Kursk/CRIE-44/2016|2016-01-13|EPI_ISL_231631=A/Ivano	35	0.6036351754795932
A/Saint-Petersburg/RII07/2016|2015-12-21|EPI_ISL_207550	36	0.6036351754795932
A/St__Petersburg/91/2016|2016-01-18|EPI_ISL_230483=A/St__Petersburg/136/2016|2016-01-26|EPI_ISL_232645=A/St__Petersburg/136/2016|2016-01-26|EPI_ISL_232644	37	0.6036351754795932
A/IIV-Moscow/189/2015|2015-12-19|EPI_ISL_207529=A/Saint-Petersburg/RII425S/2015|2015-12-21|EPI_ISL_207556=A/Saint-Petersburg/RII700S/2016|2016-01-12|EPI_ISL_207563=A/Moscow/SEC-06/2016|2016-02-01|EPI_ISL_233980=A/Saint-Petersburg/RII136/2016|2016-01-26|E	38	0.6036351754795932
A/Saint-Petersburg/39/2016|2016-01-22|EPI_ISL_212120	39	0.6036351754795932
A/St__Petersburg/149/2016|2016-01-25|EPI_ISL_230489	40	0.5850120768690397
A/Moscow/157/2015|2015-12-11|EPI_ISL_213550	41	0.5782813549750516
A/Ivanovo/CRIE-112/2016|2016-02-01|EPI_ISL_232187	42	0.5680795235007784
A/Kazan/CRIE-02/2013|2013-01-05|EPI_ISL_156274	43	0.5679705907696582
A/Cheboksary/IIV-92/2011|2011-02-22|EPI_ISL_97359	44	0.5679618598172347
A/Saint-Petersburg/RII848M/2016|2016-01-15|EPI_ISL_208231	45	0.5636808590419681
A/Lipetsk/195/2018|2018-03-26|EPI_ISL_320844	46	0.5509979853573483
A/Moscow/CRIE-129/2016|2016-01-22|EPI_ISL_232196	47	0.5490241997424624
A/IIV-Moscow/52-L/2016|2016-02-16|EPI_ISL_1295901	48	0.5490241997424624
A/Omsk/RII01/2016|2016-01-11|EPI_ISL_233958	49	0.5347507536142624
A/Tula/CRIE-ShEI/2011|2011-02-08|EPI_ISL_95853	50	0.5283277365697552
A/Tula/RII01/2016|2016-01-25|EPI_ISL_233972	51	0.5233722451424273
